,job_title,company_name,company_page,location,job_type,skills
289,Mechanical Technical Office Engineer,CPAS -,https://wuzzuf.net/jobs/careers/C-Pass-Egypt-43890,"Heliopolis, Cairo, Egypt",Full Time / On-site,"['3 - 5 Yrs of Exp', 'Engineering - Mechanical/Electrical', 'Engineering', 'Mechanical Engineering', 'Technical Office', 'Revit', 'Mechanical', 'AutoCAD', 'Technical']"
290,Entry level / Data Entry Assistant (Remote),Portland Flag Football -,https://wuzzuf.net/jobs/careers/Portland Flag Football-Saudi Arabia-111213,"Riyadh, Saudi Arabia",Full Time,"['Not specified', 'Administration', 'Customer Service/Support', 'Writing/Editorial', 'Data Entry', 'Administration', 'Microsoft Office', 'Admin', 'Typing', 'Customer Service', 'Microsoft Excel']"
291,Entry level / Data Entry Assistant (Remote),3Vistas Comunicação -,https://wuzzuf.net/jobs/careers/3Vistas Comunicação-United Arab Emirates-111206,"Riyadh, Saudi Arabia",Full Time,"['Not specified', 'Administration', 'Customer Service/Support', 'Writing/Editorial', 'Data Entry', 'Administration', 'Microsoft Office', 'Admin', 'Typing', 'Customer Service', 'Microsoft Excel']"
292,Remote Data Input Specialist: Part-Time/Full-Time,Dapco Video -,https://wuzzuf.net/jobs/careers/Dapco Video-Saudi Arabia-110981,"Al Rayyan, Qatar",Full Time,"['Not specified', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering - Mechanical/Electrical', 'information technology (it)', 'computer science', 'computer engineering', 'linux', 'data entry', 'communication skills', 'computer']"
293,Entry-Level Remote Work - Data Input Clerk,Dapco Video -,https://wuzzuf.net/jobs/careers/Dapco Video-Saudi Arabia-110981,"Al Rayyan, Qatar",Full Time,"['Not specified', 'Customer Service/Support', 'IT/Software Development', 'Engineering - Telecom/Technology', 'information technology (it)', 'computer science', 'engineering', 'customer service', 'management', 'data entry', 'communication skills']"
294,Part-Time/Full-Time Remote Data Input Assistant,Dapco Video -,https://wuzzuf.net/jobs/careers/Dapco Video-Saudi Arabia-110981,"Al Rayyan, Qatar",Full Time,"['Not specified', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering - Mechanical/Electrical', 'computer science', 'information technology (it)', 'computer engineering', 'engineering', 'communication skills', 'quality', 'management']"
295,Home-Based Data Input Assistant,Dapco Video -,https://wuzzuf.net/jobs/careers/Dapco Video-Saudi Arabia-110981,"Dubai, United Arab Emirates",Full Time,"['Not specified', 'IT/Software Development', 'Sales/Retail', 'Engineering - Telecom/Technology', 'information technology (it)', 'computer science', 'engineering', 'sales', 'management', 'communication skills', 'data entry']"
296,Entry level / Data Entry Assistant (Remote),analyzeVietnam -,https://wuzzuf.net/jobs/careers/analyzeVietnam-United Arab Emirates-111192,"Riyadh, Saudi Arabia",Full Time,"['Not specified', 'Administration', 'Customer Service/Support', 'Writing/Editorial', 'Data Entry', 'Administration', 'Microsoft Office', 'Admin', 'Typing', 'Customer Service', 'Microsoft Excel']"
297,Data Analyst,Colleges of Excellence -,https://wuzzuf.net/jobs/careers/Colleges of Excellence-Saudi Arabia-108437,"Riyadh, Saudi Arabia",Full Time,"['IT/Software Development', 'Analyst/Research', 'Engineering - Telecom/Technology', 'Data Analysis', 'Analysis', 'Computer Science', 'Information Technology (IT)', 'SQL', 'Microsoft Office', 'Microsoft Excel']"
298,Entry level / Data Entry Assistant (Remote),I-Move Institute (Life Coaching Organization) -,https://wuzzuf.net/jobs/careers/I-Move Institute (Life Coaching Organization)-Saudi Arabia-111159,"Riyadh, Saudi Arabia",Full Time,"['Not specified', 'Administration', 'Customer Service/Support', 'Writing/Editorial', 'Data Entry', 'Administration', 'Microsoft Office', 'Admin', 'Typing', 'Customer Service', 'Microsoft Excel']"
299,Data Entry Expert: Remote Work Environment,S3WM :: web media + design -,https://wuzzuf.net/jobs/careers/S3WM :: web media + design-Egypt-110924,"Riyadh, Saudi Arabia",Full Time,"['Not specified', 'Customer Service/Support', 'IT/Software Development', 'Engineering - Telecom/Technology', 'information technology (it)', 'computer science', 'engineering', 'customer service', 'data entry', 'management', 'communication skills']"
300,Entry level / Data Entry Assistant (Remote),The Sensitive Epicure -,https://wuzzuf.net/jobs/careers/The Sensitive Epicure-Saudi Arabia-111136,"Riyadh, Saudi Arabia",Full Time,"['Not specified', 'Administration', 'Customer Service/Support', 'Writing/Editorial', 'Data Entry', 'Administration', 'Microsoft Office', 'Admin', 'Typing', 'Customer Service', 'Microsoft Excel']"
301,Installer Engineer,Confidential -,,"Cairo, Egypt",Full Time / On-site,"['3 - 5 Yrs of Exp', 'Installation/Maintenance/Repair', 'Engineering', 'Finishing', 'Finishing Works', 'Implementing', 'Installation', 'quality']"
302,Entry level / Data Entry Assistant (Remote),gasmGIRL -,https://wuzzuf.net/jobs/careers/gasmGIRL-Saudi Arabia-111108,"Riyadh, Saudi Arabia",Full Time,"['Not specified', 'Administration', 'Customer Service/Support', 'Writing/Editorial', 'Data Entry', 'Administration', 'Microsoft Office', 'Admin', 'Typing', 'Customer Service', 'Microsoft Excel']"
303,Entry level / Data Entry Assistant (Remote),BodyQuip Personal Training -,https://wuzzuf.net/jobs/careers/BodyQuip Personal Training-United Arab Emirates-111099,"Riyadh, Saudi Arabia",Full Time,"['Not specified', 'Administration', 'Customer Service/Support', 'Writing/Editorial', 'Data Entry', 'Administration', 'Microsoft Office', 'Admin', 'Typing', 'Customer Service', 'Microsoft Excel']"
304,Remote Data Entry Specialist: Remote Tasks,Zonnig Inzicht -,https://wuzzuf.net/jobs/careers/Zonnig Inzicht-Qatar-111072,"Dubai, United Arab Emirates",Full Time,"['Not specified', 'Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology', 'computer science', 'information technology (it)', 'engineering', 'customer service', 'microsoft office', 'data entry', 'software']"
305,Part-Time Remote Data Entry Clerk - Entry Level,Zonnig Inzicht -,https://wuzzuf.net/jobs/careers/Zonnig Inzicht-Qatar-111072,"Riyadh, Saudi Arabia",Full Time,"['Not specified', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering - Mechanical/Electrical', 'computer science', 'information technology (it)', 'customer service', 'computer engineering', 'microsoft office', 'data entry', 'typing']"
306,Data Analyst,CRIF EGYPT -,https://wuzzuf.net/jobs/careers/CRIF-EGYPT-Egypt-42527,"Heliopolis, Cairo, Egypt",Full Time / On-site,"['5 - 7 Yrs of Exp', 'IT/Software Development', 'analytical', 'Analysis']"
307,Senior Data Scientist - 1 year FTC - Saudi Arabia relocation,Fathom.io -,https://wuzzuf.net/jobs/careers/Fathom.io-Saudi Arabia-106103,"Riyadh, Saudi Arabia",Full Time,"['IT/Software Development', 'Analyst/Research', 'Engineering - Telecom/Technology', 'Computer Science', 'Information Technology (IT)', 'SQL', 'Python', 'Engineering', 'Data Analysis', 'Software Development']"
308,Junior Technical Engineer,Delta Egypt For Lighting  -,https://wuzzuf.net/jobs/careers/Delta-Egypt-Foreign-Trade-Egypt-5797,"Obour City, Cairo, Egypt",Full Time / On-site,"['Entry Level', '0 - 1 Yrs of Exp', 'Engineering - Construction/Civil/Architecture', 'Engineering - Telecom/Technology', 'Engineering - Mechanical/Electrical', 'Lighting', 'Microsoft Office', 'Communication', 'Engineering', 'SAP', 'Technical Support']"
309,Entry level / Data Entry Assistant (Remote),Writehandmann -,https://wuzzuf.net/jobs/careers/Writehandmann-Saudi Arabia-111026,"Riyadh, Saudi Arabia",Full Time,"['Not specified', 'Administration', 'Customer Service/Support', 'Writing/Editorial', 'Data Entry', 'Administration', 'Microsoft Office', 'Admin', 'Typing', 'Customer Service', 'Microsoft Excel']"
310,Architect Site Engineer,PAVILLION ARCHITECTS -,https://wuzzuf.net/jobs/careers/pavillionarchitects-Egypt-42884,"New Capital, Cairo, Egypt",Full Time / On-site,"['3 - 7 Yrs of Exp', 'Engineering - Construction/Civil/Architecture', 'Architectural Engineering', 'Architecture', 'Engineering']"
311,Data Analyst,Sisco Jobs -,https://wuzzuf.net/jobs/careers/Sisco Jobs-Qatar-103194,"Dubai, United Arab Emirates",Full Time,"['Entry Level', 'IT/Software Development', 'Analyst/Research', 'Engineering - Telecom/Technology', 'Data Analysis', 'Analysis', 'Computer Science', 'Information Technology (IT)', 'SQL', 'Microsoft Office', 'Microsoft Excel']"
312,Entry Level Data Entry Clerk - Remote Opportunity,Vosill Ltd -,https://wuzzuf.net/jobs/careers/Vosill Ltd-Saudi Arabia-110983,"Riyadh, Saudi Arabia",Full Time,"['Not specified', 'Administration', 'Customer Service/Support', 'Writing/Editorial', 'Data Entry', 'Administration', 'Microsoft Office', 'Admin', 'Typing', 'Customer Service', 'Microsoft Excel']"
313,Mechanics Engineer,Döhler Group -,https://wuzzuf.net/jobs/careers/Döhler-Egypt-Egypt-4242,"6th of October, Giza, Egypt",Full Time / On-site,"['3 - 5 Yrs of Exp', 'Engineering - Mechanical/Electrical', 'Engineering', 'Mechanical Engineering', 'SAP', 'mechanics', 'Maintenance']"
314,Mechanical Engineer,EG Master -,https://wuzzuf.net/jobs/careers/EG-Master-Egypt-53846,"Sheraton, Cairo, Egypt",Full Time / On-site,"['8 - 10 Yrs of Exp', 'Engineering - Mechanical/Electrical', 'Design', 'HAP', 'shop drawing', 'Mechanical Engineering', 'AutoCAD']"
315,Entry Level Data Entry Clerk - Remote Opportunity,Lost Notebook -,https://wuzzuf.net/jobs/careers/Lost Notebook-Saudi Arabia-110977,"Riyadh, Saudi Arabia",Full Time,"['Not specified', 'Administration', 'Customer Service/Support', 'Writing/Editorial', 'Data Entry', 'Administration', 'Microsoft Office', 'Admin', 'Typing', 'Customer Service', 'Microsoft Excel']"
316,Civil Site Engineer (Wadi Alnatrun),Confidential -,,"Wadi Alnatrun, Beheira, Egypt",Full Time / On-site,"['4 - 8 Yrs of Exp', 'Engineering - Construction/Civil/Architecture', 'Installation/Maintenance/Repair', 'Engineering - Mechanical/Electrical', 'Civil', 'Civil Engineering', 'Engineering', 'Construction', 'Architecture', 'Site Supervision']"
317,Data Scientist,Presight -,https://wuzzuf.net/jobs/careers/Presight-United Arab Emirates-100224,"Dubai, United Arab Emirates",Full Time,"['Entry Level', 'IT/Software Development', 'Analyst/Research', 'Engineering - Telecom/Technology', 'Python', 'Computer Science', 'Information Technology (IT)', 'SQL', 'Data Science', 'Data Scientist', 'Machine Learning']"
318,Data Analyst,Noon - The Social Learning Platform -,https://wuzzuf.net/jobs/careers/Noon - The Social Learning Platform-Egypt-99805,"Riyadh, Saudi Arabia",Full Time,"['Entry Level', 'IT/Software Development', 'Analyst/Research', 'Engineering - Telecom/Technology', 'Data Analysis', 'Analysis', 'Computer Science', 'Information Technology (IT)', 'SQL', 'Microsoft Office', 'Microsoft Excel']"
319,Site Engineer & Factory Manager,Confidential -,,"New Cairo, Cairo, Egypt",Full Time / On-site,"['5 - 10 Yrs of Exp', 'Engineering - Construction/Civil/Architecture', 'Installation/Maintenance/Repair', 'Civil Engineering', 'Engineering', 'Design', 'Project Management', 'Leadership', 'Management', 'Construction']"
320,Entry Level Data Entry Clerk - Remote Opportunity,"MyOnlineTaxPro, LLC -","https://wuzzuf.net/jobs/careers/MyOnlineTaxPro, LLC-Saudi Arabia-110912","Riyadh, Saudi Arabia",Full Time,"['Entry Level', 'Administration', 'Customer Service/Support', 'Writing/Editorial', 'Data Entry', 'Administration', 'Microsoft Office', 'Admin', 'Typing', 'Customer Service', 'Microsoft Excel']"
321,Electrical Technical Office & Proposal Senior Engineer,System Technique -,https://wuzzuf.net/jobs/careers/system-technique-Egypt-20876,"Abu Rawash, Giza, Egypt",Full Time / On-site,"['2 - 4 Yrs of Exp', 'Engineering - Mechanical/Electrical', 'Design', 'Electrical Engineering', 'Electrical', 'Technical Office', 'AutoCAD']"
322,Part-Time Remote Data Entry Clerk,McKay Freelance Communications -,https://wuzzuf.net/jobs/careers/McKay Freelance Communications-Saudi Arabia-110865,"Dubai, United Arab Emirates",Full Time,"['Not specified', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering - Mechanical/Electrical', 'computer science', 'information technology (it)', 'customer service', 'computer engineering', 'data entry', 'typing', 'communication skills']"
323,Remote Virtual Data Input Clerk: Remote Work,Theaterbrigade -,https://wuzzuf.net/jobs/careers/Theaterbrigade-Saudi Arabia-110988,"Dubai, United Arab Emirates",Full Time,"['Not specified', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering - Mechanical/Electrical', 'computer science', 'information technology (it)', 'computer engineering', 'python', 'software', 'microsoft office', 'management']"
324,Junior Level Entry - Remote Data Input Assistant,Theaterbrigade -,https://wuzzuf.net/jobs/careers/Theaterbrigade-Saudi Arabia-110988,"Dubai, United Arab Emirates",Full Time,"['Not specified', 'R&D/Science', 'Engineering - Oil & Gas/Energy', 'Engineering - Other', 'Engineering', 'Science', 'Computer Science', 'Information Technology (IT)', 'LWD', 'Administration', 'Chemistry']"
325,Senior Offshore Data Processor (Global),Sulmara -,https://wuzzuf.net/jobs/careers/Sulmara-United Arab Emirates-106217,"Dubai, United Arab Emirates",Full Time,"['Customer Service/Support', 'IT/Software Development', 'Engineering - Telecom/Technology', 'information technology (it)', 'computer science', 'software development', 'css', 'agile', 'engineering', 'offshore']"
326,Work From Home Data Input Associate: Remote Role,Dapco Video -,https://wuzzuf.net/jobs/careers/Dapco Video-Saudi Arabia-110981,"Al Rayyan, Qatar",Full Time,"['Not specified', 'IT/Software Development', 'Marketing/PR/Advertising', 'Engineering - Telecom/Technology', 'information technology (it)', 'computer science', 'engineering', 'business english', 'remote', 'management', 'communication skills']"
327,Remote Position - Work from Home Data Input Clerk,Dapco Video -,https://wuzzuf.net/jobs/careers/Dapco Video-Saudi Arabia-110981,"Al Rayyan, Qatar",Full Time,"['Not specified', 'Installation/Maintenance/Repair', 'IT/Software Development', 'Engineering - Telecom/Technology', 'computer science', 'information technology (it)', 'computer engineering', 'engineering', 'management', 'communication skills', 'communication']"
328,Technical Office Electrical Engineer,ARC Technologies -,https://wuzzuf.net/jobs/careers/ARC-Technology-Egypt-24986,"Tanta, Gharbia, Egypt",Full Time / On-site,"['Entry Level', '1 - 3 Yrs of Exp', 'Engineering - Construction/Civil/Architecture', 'Creative/Design/Art', 'Engineering - Mechanical/Electrical', 'AutoCAD', 'Communication skills', 'Engineering', 'Management', 'English', 'technical', 'Technical Office']"
329,Data Analyst (0 Experience Required),Peroptyx -,https://wuzzuf.net/jobs/careers/Peroptyx-Saudi Arabia-99933,"Riyadh, Saudi Arabia",Freelance / Project,"['Entry Level', 'IT/Software Development', 'Analyst/Research', 'Engineering - Telecom/Technology', 'Data Analysis', 'Analysis', 'Computer Science', 'Information Technology (IT)', 'SQL', 'Microsoft Office', 'Microsoft Excel']"
330,Senior Mechanical Technical Office Engineer - Infrastructure,REDCON Construction Co. S.A.E -,https://wuzzuf.net/jobs/careers/REDCON-Construction-Co--S-A-E-Egypt-104934,"Cairo, Egypt",Full Time / On-site,"['5 - 7 Yrs of Exp', 'Engineering - Construction/Civil/Architecture', 'Engineering - Mechanical/Electrical', 'AutoCAD', 'Engineering', 'Infrastructure', 'Mechanical Engineering', 'technical office engineer', 'Technical Office', 'Civil Engineering']"
331,Specification Engineer,Saint-Gobain -,https://wuzzuf.net/jobs/careers/Saint-Gobain-Glass-Egypt-7552,"New Cairo, Cairo, Egypt",Full Time / On-site,"['Entry Level', '2 - 5 Yrs of Exp', 'Engineering - Construction/Civil/Architecture', 'Architecture', 'AutoCAD', 'Civil Engineering', 'Design', 'Revit', 'English']"
332,Senior Quality Control Engineer,Breadfast -,https://wuzzuf.net/jobs/careers/Breadfast-Egypt-26873,"Cairo, Egypt",Full Time / On-site,"['3 - 5 Yrs of Exp', 'Quality', 'Quality Control', 'Quality control engineer', 'quality']"
333,Elevator Engineer,Confidential -,,"New Cairo, Cairo, Egypt",Full Time / On-site,"['1 - 3 Yrs of Exp', 'Engineering - Mechanical/Electrical', 'Engineering - Other', 'Electrical Engineering', 'Mechanical Engineering', 'Manufacturing', 'technical']"
334,VP Tech - Data / KSA,Globant -,https://wuzzuf.net/jobs/careers/Globant-Saudi Arabia-105339,"Riyadh, Saudi Arabia",Full Time,"['Senior Management', 'IT/Software Development', 'C-Level Executive/GM/Director', 'Engineering - Telecom/Technology', 'computer science', 'information technology (it)', 'cto', 'engineering', 'executive', 'management', 'vp']"
335,Entry-Level Data Entry Clerk (Work From Home),BigLeapGPS -,https://wuzzuf.net/jobs/careers/BigLeapGPS-Qatar-110321,"Dubai, United Arab Emirates",Full Time,"['Not specified', 'Administration', 'Customer Service/Support', 'Writing/Editorial', 'Data Entry', 'Administration', 'Microsoft Office', 'Admin', 'Typing', 'Customer Service', 'Microsoft Excel']"
336,Entry-Level Data Entry Clerk (Part-Time) Remote,Envirogent -,https://wuzzuf.net/jobs/careers/Envirogent-Qatar-110351,"Riyadh, Saudi Arabia",Full Time,"['Not specified', 'Administration', 'Customer Service/Support', 'Writing/Editorial', 'Data Entry', 'Administration', 'Microsoft Office', 'Admin', 'Typing', 'Customer Service', 'Microsoft Excel']"
337,Part-Time/Full-Time Remote Work For Data Entry,BigLeapGPS -,https://wuzzuf.net/jobs/careers/BigLeapGPS-Qatar-110321,"Dubai, United Arab Emirates",Full Time,"['Not specified', 'IT/Software Development', 'Engineering - Telecom/Technology', 'Engineering - Mechanical/Electrical', 'information technology (it)', 'computer science', 'computer engineering', 'html', 'microsoft office', 'data entry', 'software']"
